genus	USygt16.T1.418527	USygt30.T1.418821	USygt33.M.418638	USygt28.T2.418449	USygt16.B1.418368	USygt13.M.418644	USygt30.T2.418609	USygt25.S1.418338	USygt22.F.418477	USygt37.T2.418585	USygt14.F.418375	USygt12.T1.418615	USygt28.T1.418827	USygt11.M.418479	USygt25.F.418747	USygt31.T2.418361	USygt25.B1.418792	USygt15.F.418688	USygt29.T2.418768	USygt29.T1.418673	USygt15.T2.418859	USygt31.T1.418408	USygt27.M.418861	USygt14.T2.418813	USygt9.B1.418824	USygt11.F.418661	USygt32.M.418562	USygt23.T1.418854	USygt32.T1.418708	USygt35.T1.418610	USygt28.M.418808	USygt20.F.418339	USygt23.F.418490	USygt34.F.418402	USygt30.F.418729	USygt16.M.418462	USygt21.F.418579	F3T2pre4.418583	USBldAdlt6.418795	h68M.1.418773	USchp60Mom.418566	F4T2pre4.418418	USchp25Child.418345	USchp33ChildA.418742	USBldChld5.418733	USchp33Mom.418698	USBldChld4.418528	USchp35Child.418784	USchp18Mom.418783	USchp33ChildB.418578	USBldChld2.418414	USchp11Child.418850	USBldChld7.418488	USchp35Mom.418515	F3T1pre4.418699	USchp41Mom.418801	F4T1pre4.418431	USchp4Mom.418666	USchp25Mom.418780	USchp18Child.418782	h147B.4.418548	h264M.1.418377	h130A.4.418604	h130B.4.418471	h147A.4.418376	h147M.1.418531	h146M.1.418838	h186M.1.418788	h165M.1.418394	h60A.2.418856	h273M.1.418507	h146B.4.418409	h186B.1.418751	TS129.418618	TS184.418577	TS185.418675	TS194.418607	TS164.418396	TS5.418546	TS193.418750	TS111.418684	TS128.418470	TS2.418517	TS4.418810	TS1.418828	USchp36Mom.418718	TS110.418428	TS163.418636	TS127.418550	TS8.418379	TS195.418848	TS7.418860	USygt41.F.418802	USygt49.T1.418399	USygt49.M.418347	USygt38.T1.418654	USygt43.M.418520	USygt48.T2.418547	USygt51.T1.418476	USygt51.M.418844	USygt41.T2.418682	USygt51.F.418349	USygt49.B1.418842	USygt48.T1.418674	USygt52.M.418736	USygt44.T2.418648	USygt39.T1.418416	USygt46.M.418453	USygt44.F.418709	USygt51.T2.418469	USygt50.T2.418852	USygt46.T1.418865	USygt40.F.418369	USygt40.T1.418834	USygt37.M.418793	USygt48.F.418551	USygt38.T2.418456	USygt43.F.418760	USygt40.M.418504	USygt41.T1.418847	USygt42.T2.418716	USygt48.M.418794	USygt41.B1.418570	USygt53.M.418452	USygt52.T2.418721	USygt47.T2.418762	USygt49.F.418818	USygt50.M.418681	USygt19.B1.418817	USygt19.T2.418432	USygt11.T1.418632	USygt19.T1.418385	USygt21.T2.418484	USygt21.M.418797	USygt20.T2.418500	USygt16.F.418383	USygt11.T2.418503	USygt5.F.418630	USygt9.T1.418606	USygt21.B1.418713	USygt5.T1.418573	USygt17.T1.418600	USygt17.T2.418720	USygt21.T1.418559	USygt8.F.418739	USygt19.M.418397	USygt5.T2.418805	USygt5.M.418357	USygt16.T2.418435	USygt22.T1.418770	USygt9.M.418560	USygt20.M.418572	USygt4.M.418367	USygt6.M.418593	USygt10.T1.418683	USygt18.T1.418786	USygt20.T1.418564	USygt4.F.418451	USygt10.T2.418815	USygt10.M.418687	USygt17.M.418444	USygt18.M.418867	USygt12.T2.418790	USygt15.M.418634	USygt4.T2.418732	USygt18.T2.418629	h208M.1.418731	h60M.1.418694	h186A.1.418741	h101M.1.418586	h257M.1.418454	h146A.4.418620	k278A.2.418424	k278B.2.418686	h186C.1.418575	h60B.2.418433	h235M.1.418489	h279M.1.418530	USygt54.F.418487	USygt52.F.418555	USygt34.T2.418744	USygt53.T2.418455	USygt9.F.418438	USygt37.T1.418580	USygt45.F.418753	USygt45.M.418662	USygt50.T1.418743	USygt37.F.418676	USygt49.T2.418670	USygt25.B2.418685	USygt54.M.418445	USygt27.F.418639	USygt47.T1.418692	USygt53.T1.418664	USygt36.T1.418651	USygt47.M.418401	USygt46.T2.418679	USygt46.F.418450	USygt32.T2.418437	USygt54.T1.418381	USygt47.F.418643	USygt53.F.418830	USygt52.T1.418819	USygt45.T2.418535	USygt54.T2.418497	USygt44.T1.418626	USygt6.T2.418728	USygt39.T2.418351	USygt44.M.418360	USygt34.T1.418567	USygt3.T2.418807	USygt40.T2.418474	USygt50.F.418499	USygt33.T2.418787	USygt9.T2.418652	USygt34.T2.418554	h9B.5.418656	h9M.1.418588	h85M.1.418596	h95M.1.418831	h78M.1.418725	h9A.5.418658	USygt33.T1.418574	USygt25.T1.418406	USygt44.B1.418371	USygt26.T1.418758	USygt25.T2.418341	USygt22.M.418388	USygt43.T2.418799	USygt27.T2.418523	USygt38.F.418465	USygt26.M.418352	USygt37.B1.418521	USygt38.M.418740	USygt31.M.418440	USygt43.T1.418816	USygt36.T2.418655	USygt39.M.418483	USygt27.T1.418441	USygt23.M.418612	USygt30.M.418398	USygt22.T2.418493	USygt23.T2.418458	USygt26.T2.418693	USygt25.M.418835	USygt42.F.418628	USygt42.T1.418811	USygt36.M.418734	USygt24.T1.418841	USygt24.T2.418363	USygt39.F.418756	USygt35.M.418364	USygt34.M.418823	USygt42.M.418663	USygt35.T2.418689	USygt45.T1.418763	USygt41.M.418492	USygt24.M.418730	USygt32.S1.418608	USygt29.M.418603	USchp3Child.418614	USchp1Child.418697	USchp3Mom.418727	TS109.418691	TS25.418407	TS13.418619	TS26.418393	TS14.418541	USchp1Mom.418814	USygt12.M.418543	USygt7.T2.418392	USygt15.T1.418779	USygt1.T2.418785	USygt13.F.418411	USygt8.M.418616	USygt3.T1.418429	h10M.1.418706	USygt1.M.418373	USygt1.T1.418417	USygt13.T2.418745	USygt6.AS.418353	USygt3.M.418496	USygt8.T1.418829	USygt13.T1.418495	USygt1.F.418592	USygt14.T1.418853	USygt8.T2.418755	USygt7.T1.418622	USygt12.F.418502	USygt7.M.418598	h122M.1.418534	USygt4.T1.418764	USygt14.M.418857	h37M.1.418863	h305M.1.418771	USygt2.M.418457
Desulfosporosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelotomaculum	2	0	0	3	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptococcus	1	2299	0	3	1	0	7	5	1313	0	0	1	3	1	0	0	26	0	200	3	0	0	0	0	0	4	7	0	128	2	0	2	0	0	0	1	5	10	0	295	0	0	0	51	0	4	1	0	0	0	0	7	0	6	0	0	0	0	3669	0	1727	4441	1	1	641	1	556	797	3	0	2	0	2	0	4	4	0	0	31	1	0	10	0	2	10	4	0	14	1	0	2	0	1	3	1	0	1	0	1	2	14	0	12266	2	4676	0	2872	0	0	2695	16	1	12	0	5270	0	0	1	1	32	0	1	2	13	0	3	0	20	1	0	2	0	2	7	0	1	1	12581	6	0	1	1	0	68	2	16178	10	4	30	144	1	6	2	0	0	374	0	1	0	0	0	1	1	0	2	0	2	0	0	769	0	2	2	1	0	0	453	405	6	5984	6	0	1	1	0	2	14	0	41	0	0	6154	1	0	273	16	0	0	0	1	1	0	0	184	4	0	93	0	1	1783	0	0	1	0	0	0	0	246	313	326	0	0	0	0	0	0	4	0	0	6612	1	7	0	0	36	236	0	0	0	0	12	3	0	0	0	1	0	1	0	79	3	0	0	0	0	0	1	4	0	25	19	0	0	0	2	17	44	9	0	1	0	0	7	0	0	1	0	0	2	8	0	1	1	0	0	0	12	25	1	0	1	0	1	116	0	2
Thermincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus	1	13	0	5	2	6	3	0	1	2	0	2	11	44	0	1	0	1	3	4	0	1	3	1	0	8	4	0	144	4	3	0	0	2	0	0	0	4	3	0	27	8	1	0	1	0	0	7	0	2	0	31	0	135	13	4	2	12	1	2	5	2	6	0	0	0	0	3	5	1	0	0	0	0	25	48	0	14	89	2	3	86	2	0	13	11	6	7	0	4	0	10	2	10	0	0	0	2	0	0	18	0	0	0	1	3	1	0	0	2	0	0	0	0	1	0	0	5	0	11	0	1	0	0	2	0	0	9	0	1	6	0	0	2	0	0	0	0	1	1	2	0	0	156	4	1	20	0	0	18	0	1	0	1	0	0	0	2	0	0	0	2	0	1	0	1	3	0	0	1	70	1	0	0	32	6	10	0	12	1	0	0	6	9	0	0	87	0	0	0	2	1	1	0	14	0	0	0	3	0	0	0	0	0	5	1	87	1	1	60	0	0	0	2	0	0	0	0	0	23	0	3	0	1	0	1	0	0	3	0	0	3	6	1	0	59	2	0	0	0	13	16	0	0	0	0	5	0	1	0	0	1	5	0	10	0	0	0	6	73	33	0	1	2	0	11	90	72	56	0	0	3	0	1	4	4	0	5	0	0	0	7	0	1	0	0	2	7	1	0	17	0	1	4	0	4
Tepidibacter	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetivibrio	0	6	1	0	0	1	5	0	2	7	0	0	0	0	0	0	0	1	0	0	2	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	2	0	0	0	0	0	0	5	0	0	7	2	0	22	7	6	11	0	16	14	8	0	0	2	3	0	0	1	2	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	4	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	0	0	1	0	0	4	0	0	1	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	5	1	0	0	0	4	2	0	0	0	0	0	1	3	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	12	2	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Anaerotruncus	394	1364	521	265	931	89	342	618	2992	46	136	206	279	15	38	574	33	401	120	101	209	54	384	130	31	33	22	204	671	604	1105	691	110	266	54	47	22	716	52	1	146	177	51	58	61	74	177	88	15	264	437	205	806	59	269	123	340	1	127	22	11	0	0	1	5	2	2	2	1	0	2	2	0	503	18	134	481	3522	2	381	3399	547	652	8	83	45	146	912	878	431	387	313	293	117	929	37	1513	198	1713	73	1584	76	207	38	96	136	50	1	797	567	41	1139	55	144	281	503	20	267	510	3329	294	42	708	2058	4	299	70	7	574	219	3	211	765	442	213	193	426	35	411	1735	69	458	1437	523	205	707	23	80	1122	306	207	1164	241	387	192	1151	210	0	139	6	926	421	244	120	337	360	1	0	0	1	1	1	18	18	0	0	0	1	137	155	83	501	22	598	611	940	223	161	95	130	220	15	239	189	2578	256	850	93	41	139	26	7717	419	88	218	52	1320	58	824	445	341	1675	929	1094	30	0	0	0	2	2	0	1	181	208	523	71	89	349	361	507	90	162	214	930	3558	6260	813	60	120	166	633	13916	66	197	53	132	2675	34	3037	349	72	7	8	300	385	115	102	34	27	180	1132	15	982	165	952	47	368	31	451	723	68	244	773	55	79	333	0	106	197	422	80	188	136	352	130	1519	70	269	79	181	0	104	179	1	0	299
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides	0	0	357	1	0	146	1	0	9	3	492	112	1	0	1	2	3	6	1	0	302	1	20	1	4	3	0	20	1	1	22	398	60	1	1	1	6	214	41	1	39	2	17	2	3	270	3	933	1	1	1	2	8	0	943	3	6	1	1	3	7	10	5	4	24	5	9	6	3	3	4	3	0	368	5	0	615	2	4	70	238	11	316	18	11	12	4	157	6	472	416	12	184	0	1	0	460	1	148	5	97	0	1	1	257	1	289	1	1	0	1	6	30	1	2	4	17	14	606	4	7	1	0	0	0	0	1	1	5	1	6	2	4	27	1	184	19	0	59	587	3	472	12	7	5	6	1	61	1	108	1236	0	370	2	3	0	2	3	1	1	533	231	1	273	0	6	3	3	0	5	0	6	4	1	0	1	6	2	348	176	1	1	99	6	858	2	1	5	0	7	3	0	4	1	6	134	5	2	0	166	168	108	2	1	247	5	1	95	161	0	2	4	130	36	0	0	0	1	2	3	2	0	2	4	12	1	4	646	2	1	0	1	3	0	0	89	1	1	0	0	2	3	0	0	4	29	474	3	2	1	4	0	1	162	1	0	2	0	142	489	4	6	5	4	7	3	50	2	2	188	79	5	81	139	3	6	0	185	304	169	62	0	1	21	11	74	6	4	2	0	0	1	138	0	1	2
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium	11955	17414	7542	20741	9298	1749	10045	11624	10274	5372	10721	3343	21316	2912	1645	16963	3150	16191	31898	11946	8915	2328	7310	12803	5354	1986	1088	4641	5090	20963	69823	17363	6378	7771	4132	5037	7833	6660	2475	12	4260	28695	24422	63610	15171	15226	4490	23487	3516	11314	6858	3990	11485	12618	4621	4423	35205	1934	1247	4276	17	175	78	21	21	12	98	394	318	2	424	25	31	17788	5065	6505	13132	21559	2604	13037	12984	11700	12591	20238	10893	6450	40035	30191	3197	14375	52018	5566	10127	6274	8902	2916	21923	2895	4557	6016	22194	6687	13873	7810	5974	2934	7090	11542	37830	6719	6901	17278	7231	3667	2793	4568	852	10390	7187	5970	23547	2394	4902	31510	258	44643	6028	10813	18046	2776	932	4555	14673	26328	13171	4333	4441	16046	21603	29983	6229	19802	18333	45208	11625	21760	3324	3599	28932	2914	6218	71786	21947	18217	4051	13651	6512	35226	5562	2044	101938	11426	5016	5125	27677	33027	7	115	75	742	87	46	29	284	1	2	64	23	9632	968	5946	12308	2438	4524	31359	8514	6337	3829	9463	3814	8552	5475	17799	66209	55552	16689	58935	3982	1323	3570	3172	40380	9325	6732	4117	2437	6107	4312	9399	6775	12642	16560	3619	47854	3635	0	21	5	163	465	4	8	10386	6256	7878	9893	11773	5557	30945	2517	924	6265	3955	7688	4320	17240	31348	6195	2944	3808	20763	9803	5831	11615	1161	3352	5123	4188	23968	13637	3770	61501	2903	10055	7951	6195	2066	5940	2293	12263	21009	660	2797	10847	11026	2240	8874	1956	4754	1981	3060	9059	6738	1374	4370	5299	554	9798	7520	5243	8774	4230	4980	11027	1667	22120	2869	10743	1413	13556	639	9115	6681	1106	4	2609
Ethanoligenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Eubacterium	15539	3702	46251	28085	35381	17027	21956	45672	15302	539	8029	6256	58108	4273	31557	21859	6006	132596	35	5731	10238	22683	4824	10304	7936	2644	2021	45277	14346	13666	9567	41934	23143	8588	5063	1545	652	27840	67318	17462	40431	51	1937	3775	38964	38378	8392	13288	2341	3721	4134	2853	11	19056	21917	4364	7	64	2890	1507	17057	6467	8473	117	758	347	12815	13180	3416	53	4291	13534	19	27133	33	7340	43584	15954	2903	45917	13230	4309	54828	3286	154088	27642	146338	10209	13812	6398	6929	16428	7833	6848	29993	1804	11852	3707	7129	2623	12380	5809	11894	19126	31358	41235	7809	145	7859	1354	4724	40709	23189	10625	31273	25614	22041	12953	47913	12787	12780	3785	25022	27102	228	2469	63	37	31881	28949	673	6293	46272	6688	4318	8235	277	8938	61316	11	9840	10035	242	24117	24883	17665	17107	320	8803	4770	142194	13723	75599	7204	3311	17768	5795	4056	3171	136	15389	425	7270	846	1897	12	8739	1955	172	7411	12	26956	211	12	11	2084	3486	106	26147	24050	5280	12489	221	8822	4209	4429	6923	9076	362	14622	25503	12012	7386	10286	377	51506	35904	3586	922	13939	4790	31054	64070	6436	26392	3454	18599	26972	13128	15087	11659	14129	26081	22	3783	0	1	467	603	1898	1486	3	9248	8440	45324	21282	8580	56038	5017	1264	19617	8473	11721	11599	1925	1312	11	8639	14935	14670	1202	402	10384	6077	2587	11310	17192	3527	13636	16021	3728	11214	3514	26438	7113	16458	6160	2907	129	18239	9109	1091	1516	13009	2577	11993	34163	226	4058	10416	4134	7836	39874	12170	11113	6508	473	9248	114396	1414	3721	16725	66	14553	14323	1132	7482	5054	1229	3576	2425	3868	9691	701	13969	8084
Faecalibacterium	93913	368596	344794	35344	106046	261456	511739	133946	68319	621974	226405	692824	223890	466877	511832	494933	419986	461384	616434	405811	964447	276836	140443	394952	411853	461955	119046	514125	454963	52257	141909	208701	519544	359216	348847	581245	101277	54325	46172	296860	161394	168120	408093	475653	298892	403670	137455	130956	188564	418649	189253	567859	408257	607708	349596	186626	122059	14896	279485	261716	277330	203581	257165	153658	361228	209274	248143	276527	296412	307282	298290	299574	93147	192211	75897	507596	473422	150227	50081	233360	140447	348171	75049	69731	268369	305283	95328	237050	80925	389250	311685	230886	395621	195669	44164	384629	106890	312701	254940	418149	126929	236204	29901	71344	265354	324489	127332	79197	13122	115268	208671	295	160050	226798	285626	261482	313851	132658	323	249570	11001	134036	234326	46103	284124	361353	233599	353462	90584	371083	326674	612445	273872	344410	478787	275673	552151	276383	98353	349844	423351	284721	467642	34646	108116	90516	79924	257793	26890	420418	148749	209147	18723	419464	541711	161948	917667	391512	440596	3005	304	230970	480249	536955	139902	281941	205507	249232	175512	170013	310054	241789	107177	83857	147626	465044	201835	205671	141599	222239	279840	124743	223957	143834	374344	16416	391015	497001	367712	373370	432570	272461	284691	40373	148566	28085	387947	317852	339782	511054	437322	31534	256593	240796	231469	72735	97946	476355	552866	335944	200550	356409	247297	462442	279574	0	151374	125223	133762	175344	192638	74994	123126	233255	47658	90094	340228	241628	32381	165681	154073	74255	122721	52494	43670	70880	175028	119659	106683	115505	12083	2036	26848	101799	44318	191906	138133	161109	72540	149814	282682	168	68486	207624	30333	7801	224077	130882	232289	82973	150498	400931	317125	190611	69334	234661	65431	139854	355452	186442	330813	282443	93407	286007	230386	85334	83361	135330	155085	125315	260059	8599	229712	117888	79200	89569	182792	117858	87424	89752	66841	171697	119687	167464	59114	138768
Oscillospira	150009	110208	48627	14570	100783	22029	36536	49753	66327	131957	42210	29080	32680	27809	20385	54471	27365	54346	10614	4202	65838	16872	105934	93539	11176	23040	6044	50475	96502	5574	19058	45043	16540	27834	14380	20253	4415	118448	1014	96350	8103	30278	11588	4049	11835	19379	66041	12110	1766	17392	14111	26691	1700	1230	81113	834	20303	1101	11594	3667	42344	71598	16889	4941	21445	14340	32197	89990	27854	2029	42745	22737	1322	49600	3803	11248	30019	78175	3394	8310	61746	48545	106740	8606	92986	74019	19864	15526	114481	76236	47528	50452	28641	11498	1258	5490	12247	18225	23369	44656	86975	18248	9708	94541	32404	16130	77430	20802	13471	84843	10353	41141	3669	61530	26675	46381	11554	125095	35918	129390	40047	6552	25834	122424	1163	7625	218	5154	144166	40847	3958	20692	67634	73915	13201	18462	33413	107376	208016	12994	10416	82415	12321	48284	84350	146861	3173	83906	114597	40264	264531	13645	10321	61379	86973	3125	12460	8637	16524	647	55733	33700	18739	23448	10007	1551	22395	11513	2843	51533	634	47334	3458	2648	1307	1890	35647	5706	17858	17126	3727	202694	5253	95277	18571	31705	44619	27264	7832	36960	12428	8093	30294	64163	15920	74299	17673	14577	5569	23278	34843	41811	28032	7464	16529	45777	153620	38688	80451	48117	66030	50035	37311	20518	48587	0	671	3998	59647	54893	4741	343	13153	55830	141039	72434	12343	5237	26343	64249	23792	27736	75543	29355	82754	172954	9933	16429	57263	26081	54560	20461	10479	20608	2995	62824	77797	4732	90095	7376	18875	65	1584	32888	6762	4389	8744	13155	11851	66920	53564	4773	102710	11526	37988	31011	70724	1353	13739	57872	10268	5048	55960	8250	29091	11765	12685	25768	54471	57470	20320	49344	54349	58312	40017	42561	34043	29242	1179	16653	18370	13948	34002	20163	54647	39533
